FECHA;EMISOR;VALOR;VALOR NOMINAL;PRECIO;NUMERO ACCIONES;VALOR EFECTIVO;PROCEDENCIA
2021-01-04;HOMEFOREST EL REFUGIO FORESTAL S A;ACCIONES;1,00;25,68;550,00;14124,00;G
2021-01-04;CERRO VERDE FORESTAL S A BIGFOREST;ACCIONES;1,00;31,91;1100,00;35101,00;G
2021-01-04;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,41;1999,00;4817,59;Q
2021-01-04;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;4081,00;9794,40;G
2021-01-04;EL TECAL;ACCIONES;1,00;35,00;550,00;19250,00;G
2021-01-05;BANCO GUAYAQUIL S.A.;ACCIONES;1,00;1,00;602,00;602,00;Q
2021-01-05;CERRO ALTO HIGHFOREST S A;ACCIONES;1,00;15,05;100,00;1505,00;G
2021-01-05;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,41;454,00;1094,14;G
2021-01-05;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;1938,00;4651,20;G
2021-01-05;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;247,00;592,80;Q
2021-01-05;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;1000,00;2400,00;Q
2021-01-05;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;10264,00;24633,60;Q
2021-01-05;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1,00;0,70;7065,00;4945,50;Q
2021-01-05;SIEMPREVERDE SA;ACCIONES;1,00;1,70;59472,00;101102,40;G
2021-01-05;SIEMPREVERDE SA;ACCIONES;1,00;1,70;75608,00;128533,60;G
2021-01-05;SIEMPREVERDE SA;ACCIONES;1,00;1,70;2910,00;4947,00;G
2021-01-05;SIEMPREVERDE SA;ACCIONES;1,00;1,70;2910,00;4947,00;G
2021-01-05;CERVECERIA NACIONAL CN S A;ACCIONES;1,00;84,00;56,00;4704,00;G
2021-01-06;CERVECERIA NACIONAL CN S A;ACCIONES;1,00;83,80;486,00;40726,80;Q
2021-01-06;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;350,00;840,00;Q
2021-01-06;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;300,00;720,00;Q
2021-01-06;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;10000,00;24000,00;G
2021-01-06;BANCO GUAYAQUIL S.A.;ACCIONES;1,00;0,88;7500,00;6600,00;Q
2021-01-07;BANCO GUAYAQUIL S.A.;ACCIONES;1,00;0,89;7945,00;7071,05;Q
2021-01-07;BANCO GUAYAQUIL S.A.;ACCIONES;1,00;0,87;1447,00;1258,89;G
2021-01-07;ALICOSTA BK HOLDING S A;ACCIONES;1,00;10,00;75,00;750,00;G
2021-01-07;ALICOSTA BK HOLDING S A;ACCIONES;1,00;10,00;75,00;750,00;G
2021-01-07;ALICOSTA BK HOLDING S A;ACCIONES;1,00;10,00;50,00;500,00;G
2021-01-07;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;4818,00;11563,20;G
2021-01-07;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;2429,00;5829,60;Q
2021-01-07;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;7455,00;17892,00;Q
2021-01-07;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;45,00;108,00;Q
2021-01-07;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;2000,00;4800,00;Q
2021-01-07;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;2000,00;4800,00;Q
2021-01-07;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;24049,00;57717,60;Q
2021-01-07;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,41;415,00;1000,15;Q
2021-01-07;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;1000,00;2400,00;Q
2021-01-07;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;13903,00;33367,20;Q
2021-01-07;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1,00;0,70;4214,00;2949,80;G
2021-01-07;CERVECERIA NACIONAL CN S A;ACCIONES;1,00;84,00;24,00;2016,00;Q
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-07;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-08;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-08;CERVECERIA NACIONAL CN S A;ACCIONES;1,00;85,00;56,00;4760,00;Q
2021-01-08;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1,00;0,68;8236,00;5600,48;Q
2021-01-08;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,39;6230,00;14889,70;Q
2021-01-08;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,39;755,00;1804,45;G
2021-01-11;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;2786,00;6686,40;G
2021-01-11;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;8115,00;19476,00;G
2021-01-11;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;820,00;1968,00;G
2021-01-11;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;200000,00;480000,00;G
2021-01-11;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;255,00;612,00;G
2021-01-11;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;52700,00;126480,00;G
2021-01-11;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;2810,00;6744,00;G
2021-01-11;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;1500,00;3600,00;Q
2021-01-11;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;1500,00;3600,00;Q
2021-01-11;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;1500,00;3600,00;Q
2021-01-11;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;368,00;883,20;Q
2021-01-11;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;4000,00;9600,00;Q
2021-01-11;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;3433,00;8239,20;Q
2021-01-11;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1,00;0,67;12510,00;8381,70;Q
2021-01-11;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1,00;0,66;7000,00;4620,00;Q
2021-01-11;CERVECERIA NACIONAL CN S A;ACCIONES;1,00;85,00;100,00;8500,00;Q
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-11;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-11;BANCO GUAYAQUIL S.A.;ACCIONES;1,00;0,88;1050,00;924,00;Q
2021-01-11;BANCO GUAYAQUIL S.A.;ACCIONES;1,00;0,88;1450,00;1276,00;Q
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-12;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;2,00;200,00;G
2021-01-12;CERVECERIA NACIONAL CN S A;ACCIONES;1,00;85,00;75,00;6375,00;Q
2021-01-12;BANCO PICHINCHA C.A.;ACCIONES;100,00;100,00;10,00;1000,00;Q
2021-01-12;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;615,00;1476,00;Q
2021-01-12;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,41;622,00;1499,02;Q
2021-01-12;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,41;415,00;1000,15;Q
2021-01-12;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;5500,00;13200,00;Q
2021-01-12;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;1200,00;2880,00;Q
2021-01-12;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;4000,00;9600,00;Q
2021-01-12;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;290,00;696,00;Q
2021-01-13;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;750,00;1800,00;G
2021-01-13;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,42;85,00;205,70;Q
2021-01-13;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;282,00;676,80;Q
2021-01-13;CORPORACION FAVORITA C.A.;ACCIONES;1,00;2,40;130,00;312,00;Q
2021-01-13;CONCLINA C A  CIA CONJU CLINICO NACIONAL;ACCIONES;1,00;1,00;5000,00;5000,00;Q
2021-01-13;CONCLINA C A  CIA CONJU CLINICO NACIONAL;ACCIONES;1,00;1,00;6138,00;6138,00;Q
2021-01-13;CONCLINA C A  CIA CONJU CLINICO NACIONAL;ACCIONES;1,00;1,00;15383,00;15383,00;Q
2021-01-13;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1,00;0,66;4143,00;2734,38;G
2021-01-13;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1,00;0,66;1000,00;660,00;Q
2021-01-13;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1,00;0,67;1800,00;1206,00;Q
2021-01-13;BANCO DE LA PRODUCCION S.A . PRODUBANCO;ACCIONES;1,00;0,67;1700,00;1139,00;Q
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
2021-01-13;MUTUALISTA PICHINCHA;CERTIFICADOS DE APORTACION;100,00;100,00;1,00;100,00;G
